arrive_or_depart,schedule,airline,flight_number,gate,terminal
D,2018-06-01T08:41:00,American Airlines,1073,A5,4
D,2018-06-01T08:43:00,American Airlines,652,A14,4
D,2018-06-01T08:44:00,American Airlines,3071,B1A,4
D,2018-06-01T08:45:00,American Airlines,1598,B7,4
D,2018-06-01T08:45:00,American Airlines,3068,B22,4
D,2018-06-01T08:46:00,American Airlines,2094,A27,4
A,2018-06-01T08:47:00,Alaska Airlines,636,11,2
D,2018-06-01T08:47:00,American Airlines,665,A10,4
D,2018-06-01T08:48:00,American Airlines,5776,B16,4
D,2018-06-01T08:48:00,American Airlines,5937,A1,4
D,2018-06-01T08:50:00,American Airlines,467,B10,4
D,2018-06-01T08:50:00,American Airlines,619,A17,4
D,2018-06-01T08:52:00,American Airlines,489,B11,4
D,2018-06-01T08:52:00,American Airlines,5827,B1,4
D,2018-06-01T08:53:00,American Airlines,2002,A2,4
D,2018-06-01T08:54:00,American Airlines,2388,B9,4
A,2018-06-01T08:55:00,United Airlines,237,8,2
D,2018-06-01T08:55:00,American Airlines,515,A20,4
D,2018-06-01T08:55:00,American Airlines,3140,B15A,4
D,2018-06-01T08:55:00,American Airlines,5878,B18,4
D,2018-06-01T08:57:00,American Airlines,688,B4,4
A,2018-06-01T08:58:00,American Airlines,625,B8,4
A,2018-06-01T08:58:00,American Airlines,1047,B7,4
D,2018-06-01T08:58:00,American Airlines,761,A21,4
A,2018-06-01T08:59:00,American Airlines,876,A13,4
A,2018-06-01T08:59:00,American Airlines,2104,A12,4
D,2018-06-01T08:59:00,American Airlines,5991,B17,4
D,2018-06-01T09:00:00,Southwest Airlines,867,D4,4
D,2018-06-01T09:00:00,United Airlines,604,6A,2
D,2018-06-01T09:01:00,American Airlines,1743,B28,4
A,2018-06-01T09:03:00,American Airlines,1698,A25,4
A,2018-06-01T09:03:00,American Airlines,1431,B11,4
D,2018-06-01T09:03:00,American Airlines,772,A7,4
D,2018-06-01T09:05:00,American Airlines,2077,A3,4
A,2018-06-01T09:08:00,American Airlines,2103,A2,4
A,2018-06-01T09:09:00,Delta Air Lines,2877,16,3
A,2018-06-01T09:09:00,American Airlines,5904,B1A,4
D,2018-06-01T09:09:00,American Airlines,567,A13,4
A,2018-06-01T09:10:00,American Airlines,1637,A23,4
A,2018-06-01T09:10:00,American Airlines,807,A20,4
